id, user_id, room_id, date, comment, accuracy, communication, cleanliness, location, check_in, value, average
 13, 21, 83, Sun Apr 26 1874 00:26:12 GMT-0700 (PDT), 'sodales Lorem Donec adipiscing eli t feugia t quis viverra nisi fringilla a enim quis dictum. e t pretium. purus nisi eget arcu e t posuere quis molestie orci et semper adipiscing urna Ut Aliquam enim vestibulum et consectetur nibh dui diam justo. dictum. e t tempor enim sodales neque varius posuere elit. adipiscing Vivamus a porta m i sodales nibh feugia t lacus. vulputate ', 2, 1, 4, 0, 1, 0, 1
 14, 6, 74, Thu May 01 1952 06:46:05 GMT-0700 (PDT), 'tempor Etiam semper m i purus at at. lacinia arcu molestie vehicul a quam puru s varius lacus. arcu dolor mauris at. m i sed faucibus lectus augue. varius vehicul a feugiat Nam varius ame t Vivamus Quisque puru s nibh Mauris neque aliquet ', 3, 1, 1, 4, 2, 0, 2
 15, 31, 5, Tue Dec 29 2009 06:42:26 GMT-0800 (PST), 'dolor dui sodales metus lacinia quam luctus dolor sollicitudin tempor Lorem aliquet feugia t arcu vehicula molestie nibh nec puru s at. at Quisque sed neque dui. dolor arcu consectetur mauris Nam dui. sed sit orci Mauris Nulla vehicula dui Vivamus posuere Mauris adipiscing Ut arcu semper gravida.Nam dui. consectetur viverra Aliquam Vivamus Lorem commodo erat. Etiam sed ', 1, 1, 2, 3, 5, 3, 3
 16, 30, 78, Fri Jul 20 1804 14:49:33 GMT-0700 (PDT), 'vestibulum elit. sed eget arcu Vestibulum dictum. commodo gravida.eget e t Vivamus arcu vulputate Ut sed faucibus orci metus et eli t a Nulla sodales purus dui sapien puru s sodales sed diam convalli s sodales urna eget diam nec luctus arcu quis a eu ipsum consequat eli t Vivamus mollis m i puru s ipsum vel at elit. erat. purus lacus. m i nisi varius vel arc u Nulla elit. vel Aliquam vestibulum vel aliquet luctus m i dui. commodo eu convalli s at. fringilla Etiam nis l m i semper nec sed vehicul a e t et diam dui Vestibulum arc u eget dui quis ', 0, 5, 4, 2, 2, 2, 3
 17, 31, 92, Wed May 04 1887 17:44:39 GMT-0700 (PDT), 'molestie enim ame t sodales arcu Lorem fringilla quis fringilla lacinia Vestibulum enim a sit sed posuere enim e t feugia t enim Aliquam Aliquam vitae. vulputate sed Nam Donec vitae. elit. sapien sed lacus. lacinia Lorem et sapien lectus elit. mollis ipsum vel Ut adipiscing consectetur Donec sed e t Nam vel fringilla purus quis lacinia gravida.pretium. vitae. elit. quis pretium. nis l Donec vestibulum feugiat lacinia gravida.convalli s et vestibulum purus sollicitudin Lorem consequat e t dictum. orci quam a feugiat quam vehicul a vulputate metus sed eli t a arc u Etiam ', 2, 3, 0, 4, 2, 0, 2
 18, 18, 70, Sun Oct 16 1825 05:05:03 GMT-0700 (PDT), 'Quisque consectetur feugia t Lorem augue. quam consequat Donec a orci porta sodales nisi porta metus consequat convalli s viverra neque vestibulum sed Donec vulputate a faucibus et vehicula quam consectetur urna enim vel ante metus orci Vivamus justo. quis sodales arc u semper Vivamus quis ame t adipiscing ante Quisque tempor vehicula elit. enim ', 0, 0, 2, 2, 4, 2, 2
 19, 11, 53, Wed Sep 07 1988 19:54:48 GMT-0700 (PDT), 'adipiscing nisi eli t arcu mauris semper mauris aliquet arc u Vivamus Ut m i lacus. sodales sollicitudin puru s posuere nec e t gravida.dui quis enim lacinia nibh Donec elit. consectetur justo. viverra ame t et luctus sed Vivamus eli t a molestie erat. sed feugiat ante vulputate Nulla ante molestie dictum. et purus varius viverra et m i Nulla lacinia porta nisi puru s arcu arc u pretium. erat. mauris vestibulum consectetur et et vehicul a orci dolor semper arcu commodo sed e t tempor commodo consequat feugia t neque adipiscing urna porta ', 2, 4, 3, 4, 2, 5, 3
 20, 37, 22, Fri Jan 24 1930 04:50:00 GMT-0800 (PST), 'puru s vehicul a convalli s nec enim vehicul a eli t at fringilla Aliquam gravida.et nisi eli t adipiscing faucibus Vestibulum vitae. consequat e t at. at. e t vitae. quis et varius nec consequat dui Vivamus ', 1, 3, 2, 1, 3, 4, 2
 21, 15, 33, Mon Apr 27 1840 13:14:44 GMT-0700 (PDT), 'luctus fringilla diam neque posuere quis Aliquam semper mollis gravida.convalli s Nam orci porta varius quis et sollicitudin Aliquam vestibulum vestibulum ', 3, 3, 0, 5, 0, 2, 2
 22, 15, 91, Sat Jun 17 1848 01:02:35 GMT-0700 (PDT), 'vehicula sollicitudin augue. nis l metus faucibus Vivamus dui. quis nibh dolor mollis sapien sed vitae. vestibulum arcu eli t tempor eget consequat sollicitudin fringilla quis et enim molestie Vestibulum gravida.lectus dictum. sollicitudin pretium. semper nisi eu m i posuere arc u erat. sodales adipiscing dictum. Ut augue. at e t urna enim quis Vestibulum purus lacinia sollicitudin Ut dui. et posuere commodo sed semper fringilla ', 5, 1, 0, 4, 1, 1, 2
 23, 17, 84, Mon Jul 16 1894 06:02:43 GMT-0700 (PDT), 'Vestibulum orci quam erat. Donec sit commodo sollicitudin mauris ne c sed semper nec at elit. nibh vestibulum at justo. convalli s at faucibus aliquet gravida.quis quis feugia t sapien at nisi e t at. elit. vehicul a molestie vulputate quis ', 0, 1, 1, 3, 2, 0, 1
 24, 9, 28, Tue Oct 11 1808 10:08:26 GMT-0700 (PDT), 'dictum. arcu fringilla sodales gravida.dictum. semper Vivamus vehicula arc u at adipiscing vehicul a adipiscing quis ante ipsum arcu consectetur posuere arc u dui. feugia t sed ante enim mauris et Nam luctus eu viverra purus quam et erat. dui. consequat puru s eu quam ', 4, 2, 0, 2, 1, 5, 2
 25, 0, 61, Sat Apr 27 1839 08:01:26 GMT-0700 (PDT), 'sed aliquet nisi ne c enim arcu adipiscing feugiat luctus Vestibulum orci fringilla gravida.elit. mauris enim Aliquam vulputate viverra posuere dolor feugiat Nam Vestibulum purus eget dolor fringilla consequat sit Quisque commodo eget sed sed orci viverra e t orci lacinia consectetur lacus. eu Nulla quam eget sed consectetur ', 5, 5, 4, 3, 5, 5, 5
 26, 37, 14, Sat Feb 10 1894 08:14:22 GMT-0800 (PST), 'arcu vehicul a consectetur Ut sapien arcu dui convalli s at. Lorem purus Nam vulputate quis Etiam et sed quis sed eli t sed Aliquam ipsum a enim consectetur vehicul a ipsum ', 0, 4, 5, 2, 1, 2, 2
 27, 23, 27, Tue Dec 24 1985 19:03:06 GMT-0800 (PST), 'commodo Vivamus nis l Donec a ', 3, 3, 2, 5, 4, 3, 3
 28, 31, 77, Tue Jun 06 1978 00:21:19 GMT-0700 (PDT), 'dui nec Donec vitae. quis quis arcu lectus erat. lacinia Mauris ipsum aliquet diam gravida.mollis nisi erat. lacinia gravida.neque eget dictum. nis l aliquet nec dui. nec dolor erat. at Vestibulum quis puru s enim m i mollis vitae. lacinia arcu nibh faucibus luctus mauris nisi nis l quis eu neque diam at. m i diam puru s faucibus eget lacinia quis luctus tempor Ut orci arcu dui. adipiscing vestibulum luctus ne c sed ', 4, 1, 5, 5, 1, 5, 4
 29, 33, 58, Mon Dec 28 1891 00:28:13 GMT-0800 (PST), 'diam mauris dui. molestie augue. erat. at mauris at et at. sollicitudin a nec sapien lacinia viverra at. molestie mollis diam sapien sed eu Aliquam Vestibulum viverra purus vel vulputate Quisque diam at arc u at convalli s ipsum sollicitudin Vestibulum enim ipsum metus quis Donec Ut neque sed et et erat. convalli s dictum. a Lorem sed quis commodo sed lectus varius semper vulputate at eu diam faucibus augue. mollis vulputate quis eu orci eget purus diam consectetur Aliquam varius semper enim metus at Etiam Nam posuere molestie pretium. eu quis Etiam erat. arc u ', 2, 4, 0, 3, 4, 4, 3
 30, 7, 32, Tue Oct 16 1951 11:15:24 GMT-0700 (PDT), 'quis Vivamus justo. vehicul a porta dolor a convalli s puru s purus Lorem Vestibulum arcu lectus ante augue. consequat faucibus enim diam dolor quis sed augue. elit. gravida.et semper vehicula lacus. puru s purus pretium. nibh varius nibh a quis dui vestibulum consequat consectetur a mollis at vestibulum nisi enim ', 4, 3, 1, 4, 0, 4, 3
 31, 4, 90, Tue Jan 20 1818 13:32:58 GMT-0800 (PST), 'nec posuere dui et semper vestibulum vulputate dui ante enim at sed porta viverra sed sodales elit. adipiscing molestie justo. consectetur commodo luctus arcu pretium. quis consequat neque sed vel augue. quis porta et arc u consectetur pretium. sollicitudin nisi et a semper quis feugiat diam lacinia puru s dolor Donec at Nam eli t vestibulum sodales m i commodo vel Etiam lacus. lacus. sed consequat fringilla feugiat Vivamus arc u dui. enim metus Aliquam vitae. vulputate dui lacinia et porta pretium. at quam Quisque ', 2, 1, 3, 1, 3, 2, 2
 32, 18, 76, Thu Dec 27 1928 08:47:11 GMT-0800 (PST), 'vulputate lacinia vestibulum Donec Aliquam semper porta commodo nibh vestibulum et dictum. consequat Donec diam at sed feugiat vel orci convalli s mauris ipsum Vivamus arc u viverra varius puru s varius ame t et sollicitudin vulputate eget Vivamus at luctus Aliquam molestie sed et nis l feugiat Lorem quis molestie sodales sodales consectetur m i ante ame t at Lorem quis puru s ante quis ', 3, 4, 5, 0, 4, 2, 3
 33, 12, 38, Fri Jul 20 2018 10:14:09 GMT-0700 (PDT), 'orci et fringilla mauris elit. feugiat luctus sollicitudin vehicul a urna vehicul a aliquet Lorem sed purus Vivamus varius arc u arcu Vivamus at aliquet eu nis l dui. at. ante sed sed nibh eget feugiat metus nec posuere ipsum eu quis lacus. et consectetur arcu e t Nulla sed neque at sed Mauris consectetur lacinia faucibus adipiscing nis l augue. ame t et consequat nis l pretium. eli t et convalli s ', 5, 4, 1, 4, 5, 0, 3
 34, 31, 11, Fri May 30 1845 10:22:10 GMT-0700 (PDT), 'vestibulum eu faucibus puru s orci luctus Lorem arc u at commodo puru s eli t fringilla metus e t consequat adipiscing arcu faucibus lacinia at sollicitudin semper lacinia enim eli t vel feugiat diam dictum. quis quis at dui erat. porta gravida.quis vulputate aliquet vehicula dui. fringilla fringilla a quis eu at feugia t lacinia m i nibh arcu feugiat Nulla vel eu sapien vulputate consequat dui mauris consectetur eu Mauris Vivamus vestibulum tempor semper dui at ante consequat Quisque ame t feugia t sed lacinia lacinia sed dolor Aliquam e t ', 2, 1, 1, 1, 3, 5, 2
 35, 32, 94, Fri Jun 09 1893 07:07:12 GMT-0700 (PDT), 'lacinia dictum. Vestibulum ante a Lorem nisi vitae. pretium. dictum. pretium. arcu posuere at Quisque adipiscing e t vitae. arc u faucibus et arcu adipiscing Quisque porta sollicitudin vulputate et diam fringilla commodo ', 0, 1, 2, 3, 3, 3, 2
 36, 35, 83, Wed Dec 24 1924 03:14:32 GMT-0800 (PST), 'sed at sapien molestie sodales molestie Mauris enim quis at dui ne c mauris vulputate tempor sodales varius lacinia quis ipsum quis ', 3, 0, 5, 2, 3, 1, 2
 37, 29, 32, Sun May 17 1801 11:39:23 GMT-0700 (PDT), 'vel et diam lacinia at a Etiam sodales eu arcu arc u vulputate varius orci convalli s Vivamus vehicula ante varius a et nis l aliquet semper sapien Nam adipiscing pretium. arcu lacinia dolor dui Nam erat. quam Quisque tempor enim quam vitae. commodo vehicula quis ne c molestie Lorem varius at. lectus arcu arcu sed dui lacinia nibh m i adipiscing sapien mauris dui lacinia enim et at ne c erat. vestibulum nis l nec ame t dui. Donec sodales arc u purus arcu sed eu Vivamus et semper mollis ame t Aliquam neque dolor augue. lectus ipsum justo. eu pretium. consequat ne c ', 3, 2, 1, 5, 2, 1, 2
 38, 24, 80, Mon Sep 15 1986 17:01:30 GMT-0700 (PDT), 'a urna nis l fringilla quis e t quis metus metus nis l dolor molestie vulputate tempor aliquet sapien sed tempor sapien Ut neque aliquet eget sed nisi sed dolor dui. elit. metus ante lacinia erat. fringilla sed ne c sed Etiam sed vulputate urna at puru s Nulla consectetur quis lectus nec quis arcu pretium. ante dui. vestibulum Lorem varius feugia t et a Lorem et m i nec ', 0, 5, 4, 0, 5, 0, 2
 39, 4, 28, Fri Oct 09 1987 21:35:53 GMT-0700 (PDT), 'pretium. sit vestibulum puru s et ame t lacus. pretium. lacinia porta et sodales arcu viverra adipiscing orci et nis l nisi sit faucibus sed a Etiam lacinia eli t enim Lorem dictum. eget arcu vulputate fringilla puru s vitae. vitae. purus quam at consequat lacus. vestibulum et ante quis Nulla quis at. ipsum sollicitudin ame t arc u viverra ne c viverra vehicul a sollicitudin et pretium. lectus ante semper viverra eli t feugia t eu dictum. orci quis et sed neque Vestibulum Aliquam consectetur porta adipiscing Nam vel enim consectetur dictum. dolor Quisque arcu varius vestibulum et arc u ame t consectetur quis pretium. sodales at Lorem at posuere ', 2, 1, 5, 3, 0, 5, 3
 40, 18, 12, Sat Jul 19 1980 05:54:36 GMT-0700 (PDT), 'sollicitudin quam Nam convalli s enim vulputate et molestie mauris tempor vehicula luctus purus sodales Etiam vulputate vehicula Lorem purus lacus. diam tempor mollis justo. vehicula ame t ipsum vestibulum puru s porta arcu sapien varius sed mollis et vulputate puru s neque varius dui diam vulputate arc u eli t sodales sollicitudin enim convalli s sapien nis l ante porta erat. aliquet sollicitudin Vestibulum quis vulputate enim eget Etiam quam sed nec nis l nibh luctus et enim nibh quis vehicul a fringilla justo. Nam enim a urna pretium. enim fringilla feugiat e t ne c metus Etiam feugia t arc u fringilla Nulla sodales fringilla purus ante ', 0, 0, 3, 1, 1, 1, 1
 41, 2, 91, Mon Dec 05 1836 03:11:35 GMT-0800 (PST), 'at sed quis vehicula vehicul a dui sit quam faucibus Quisque enim porta luctus urna sed posuere vulputate semper faucibus Nulla Donec adipiscing fringilla viverra quis dolor quam dui. quam at. at at justo. Nulla dictum. eget arcu arc u erat. purus vestibulum eu feugiat porta sed Lorem faucibus vulputate urna lacinia dictum. at sollicitudin viverra at. metus eget vel varius viverra dolor sodales vulputate metus lacus. consequat lectus metus semper gravida.sodales eli t dictum. aliquet dui. ', 3, 1, 2, 2, 4, 4, 3
 42, 8, 67, Sun May 13 1945 11:13:38 GMT-0700 (PDT), 'et varius molestie arcu lacus. vel convalli s Donec nec nisi augue. lacus. eget eli t tempor Lorem lacinia dictum. at enim faucibus Quisque sit augue. tempor posuere Quisque fringilla sit nis l purus mollis justo. metus at. eget dui consectetur dolor dictum. sit posuere eli t lectus nec Vestibulum feugia t augue. diam diam at vestibulum Lorem justo. lectus augue. vulputate varius e t enim fringilla erat. sed dui ante dictum. convalli s consequat enim vestibulum sed mauris vestibulum puru s adipiscing arcu ', 5, 3, 0, 1, 5, 2, 3
 43, 9, 0, Tue Jul 01 1969 23:02:02 GMT-0700 (PDT), 'Ut vulputate diam sit at quis sit ', 3, 5, 1, 5, 3, 0, 3
 44, 10, 38, Mon Jul 29 2002 06:53:12 GMT-0700 (PDT), 'at sodales eli t vehicul a luctus luctus eget commodo nibh molestie dui varius nisi sapien Mauris lacinia at sed nis l consectetur eu porta Etiam dui. puru s tempor tempor enim diam viverra dolor enim quis vitae. sit faucibus ne c feugia t at vestibulum nisi nec sollicitudin sollicitudin molestie fringilla sed lacinia enim et feugiat arc u a dui puru s arcu semper e t metus Donec elit. ', 0, 5, 2, 0, 0, 3, 2
 45, 9, 79, Sun Jun 06 1982 14:37:06 GMT-0700 (PDT), 'tempor lacinia eu dui purus feugiat eli t quis Quisque at ame t erat. vulputate Vestibulum nec nisi tempor neque fringilla at elit. sit mauris dui. quis nis l sapien sed fringilla eli t sit consectetur sapien Ut at dui. nisi sed nec metus sapien sollicitudin Aliquam at vehicula nibh et convalli s Etiam sodales eu arc u gravida.dui vulputate urna dolor quis a vehicul a consectetur semper at. e t at. at Donec purus dui Vestibulum ame t semper Mauris dui aliquet ', 4, 1, 1, 1, 1, 3, 2
 46, 21, 9, Sat Feb 17 1912 22:22:52 GMT-0800 (PST), 'nibh eget vitae. sed et augue. dolor sed feugiat nis l m i tempor orci diam purus et molestie erat. semper Vestibulum nibh a lacinia e t sodales ante vehicul a pretium. eli t feugia t Vestibulum lacinia consectetur et faucibus augue. molestie luctus sed et eget molestie eu diam eget neque sit vulputate viverra sapien nibh consequat eu vehicul a vel dictum. sollicitudin feugia t dui. Aliquam at lectus pretium. sed aliquet adipiscing Lorem mauris et fringilla nisi ', 3, 1, 4, 3, 5, 2, 3
 47, 0, 27, Sun Mar 30 1800 06:30:21 GMT-0700 (PDT), 'eli t elit. Nam dui quis augue. Ut lacus. vehicula Vestibulum et vitae. urna posuere semper convalli s Nulla dictum. at ipsum eu porta dui. sed justo. at. at Quisque sodales arc u fringilla gravida.feugia t arcu eli t nec dui et sollicitudin eli t ne c gravida.at molestie dui. fringilla feugia t quis vel fringilla neque viverra Mauris consectetur faucibus posuere sollicitudin Aliquam vestibulum quis at m i diam sed lacus. convalli s justo. erat. vestibulum et lacus. sodales posuere ', 5, 3, 4, 3, 0, 2, 3
 48, 33, 31, Thu Oct 30 1902 22:36:41 GMT-0700 (PDT), 'diam justo. e t quam quis tempor et sed vehicula consequat vestibulum nec enim fringilla Ut eu ', 2, 4, 0, 5, 0, 3, 2
 49, 0, 41, Wed Jul 22 1903 06:17:39 GMT-0700 (PDT), 'at. purus et dui quis at quis eli t sed Quisque enim urna ne c feugia t vulputate at Donec porta dictum. sollicitudin Aliquam ante eli t sed sollicitudin ne c Quisque Ut erat. a sollicitudin eu purus nis l vulputate sed m i sed pretium. urna ', 5, 5, 0, 1, 0, 1, 2
 50, 5, 95, Fri Mar 29 1895 04:20:08 GMT-0700 (PDT), 'dui nibh quam ante dui fringilla ante Quisque e t et arcu arc u diam at. dui augue. Vestibulum lacinia sapien quam dui. ne c nis l Ut dui. dui. aliquet nisi sapien arcu lacinia consectetur Donec vestibulum Mauris orci pretium. eli t Donec vehicul a sodales Nam Vestibulum ipsum porta urna lectus dui et fringilla fringilla posuere lacinia Donec pretium. elit. Lorem Etiam eu orci posuere nisi enim sodales lectus sodales at urna dui sit Ut metus sapien ', 5, 4, 4, 4, 4, 3, 4
 51, 34, 76, Sat Jan 30 1858 06:52:36 GMT-0800 (PST), 'dictum. commodo sodales convalli s at Nulla arcu semper commodo quam eu urna dolor Mauris at. sed et Vestibulum vulputate dictum. pretium. erat. dui m i vestibulum lacinia quis dolor m i arc u purus diam faucibus arcu ', 1, 1, 1, 5, 2, 1, 2
 52, 7, 75, Fri Mar 12 1971 10:15:02 GMT-0800 (PST), 'sed lacinia convalli s lacinia erat. fringilla faucibus sodales Aliquam eget e t dictum. lectus erat. sollicitudin metus aliquet urna aliquet e t dui justo. fringilla orci Aliquam e t Ut lacinia feugiat at commodo at vehicul a quam consequat feugiat quam pretium. arcu sed dui. lacinia et Quisque lacinia Vestibulum sodales ame t erat. nec feugiat consectetur Ut sed faucibus mauris ', 2, 0, 3, 5, 5, 5, 3
 53, 32, 18, Tue Aug 17 1841 22:33:09 GMT-0700 (PDT), 'vitae. sed molestie sed sed purus faucibus orci sed a varius arc u ame t luctus mollis diam metus vel tempor at lacinia ', 5, 0, 0, 0, 1, 1, 1
 54, 3, 62, Thu Nov 14 1991 19:24:59 GMT-0800 (PST), 'lacus. eget eli t sollicitudin commodo varius sed Lorem nisi ipsum fringilla m i sodales luctus lacinia lacus. Etiam Vivamus nec eli t vehicula lacinia enim consectetur erat. quis metus molestie consectetur sed quam dictum. at. Etiam justo. Nulla posuere nis l erat. elit. justo. puru s Mauris ', 3, 4, 0, 5, 4, 0, 3
 55, 36, 88, Fri Aug 23 1878 01:58:34 GMT-0700 (PDT), 'lectus eli t dolor et quam et viverra sit consequat Quisque purus mollis nibh Vivamus Mauris Quisque vulputate Nam augue. enim mollis sed vulputate Ut tempor semper commodo fringilla puru s e t arcu nisi purus arcu aliquet nibh sed commodo commodo a posuere quis vel eu quam quis augue. e t aliquet commodo sodales consectetur quis quam Quisque aliquet eu ', 3, 5, 1, 2, 5, 0, 3
 56, 0, 59, Mon Jul 24 2000 04:46:38 GMT-0700 (PDT), 'Lorem arcu mollis at tempor semper vehicul a fringilla vulputate convalli s fringilla dui. at ipsum nisi a quis Vivamus adipiscing consectetur quis tempor ipsum vel Nam at varius quis Mauris nis l consectetur quis enim metus arcu lectus m i dui metus aliquet adipiscing lectus lacinia ame t nisi viverra vel Nam consectetur enim eu et lacus. augue. eu Vestibulum vulputate convalli s Vestibulum quam nibh enim et sed ', 1, 0, 1, 2, 4, 4, 2
 57, 17, 79, Fri Oct 22 1954 15:53:42 GMT-0700 (PDT), 'pretium. urna e t vehicul a urna urna convalli s sed at neque convalli s quam eli t lectus vestibulum consectetur quis purus vestibulum eu quis puru s at fringilla faucibus urna sapien aliquet gravida.nis l ante metus Etiam consectetur urna a posuere vestibulum feugiat porta dui lacinia vel sed sapien vehicul a augue. sed elit. arcu dui. lacinia sed pretium. commodo vehicula a eu dui nisi quam sed lacinia mollis Vivamus nis l ipsum dui vehicula vulputate ', 0, 4, 3, 2, 3, 0, 2
 58, 21, 21, Sun Mar 21 1982 17:19:33 GMT-0800 (PST), 'sollicitudin porta tempor Donec sollicitudin quis adipiscing eget quis Donec commodo et convalli s dictum. at mauris sit consequat dui arcu vitae. metus Vestibulum et ipsum lacinia tempor quis at et Vivamus vulputate nec mollis Donec at Vivamus vestibulum justo. a consectetur mollis arc u vulputate arcu feugia t sed mollis lacus. dui diam quis Ut metus elit. viverra urna sit faucibus mauris sodales Ut commodo Quisque a Ut sed urna Donec Ut quis Etiam fringilla dui e t quis feugiat dui. ', 4, 3, 3, 1, 2, 1, 2
 59, 18, 33, Wed Jun 28 1899 15:34:32 GMT-0700 (PDT), 'dui ante eu convalli s nisi ipsum eli t lacinia nis l ante et Mauris nibh semper sed ne c orci sit Quisque at commodo ipsum mauris at feugiat ame t commodo Donec vitae. urna dui viverra arc u quis sodales Ut vehicula sit porta at. ', 0, 1, 5, 2, 2, 4, 2
 60, 34, 70, Tue Dec 31 1957 03:53:13 GMT-0800 (PST), 'faucibus metus dolor puru s ante enim consequat m i vel pretium. molestie eu nibh viverra semper convalli s sit nis l at vulputate eu consequat sollicitudin Quisque dictum. sed eu Ut purus at Quisque quam nibh et pretium. Vivamus eli t nisi erat. pretium. sodales sapien arcu semper sed Aliquam mauris arcu mollis lectus molestie elit. commodo at. a a dui. ', 4, 3, 0, 3, 1, 2, 2
 61, 18, 7, Sat Jul 18 1863 04:55:15 GMT-0700 (PDT), 'arcu m i ipsum nec lacus. Vestibulum puru s neque sed diam at sodales nisi mollis Aliquam enim consequat diam puru s vulputate dolor varius vehicula faucibus at adipiscing dictum. mollis quis Ut ', 3, 5, 4, 0, 1, 4, 3
 62, 9, 94, Tue Nov 24 1812 10:27:01 GMT-0800 (PST), 'enim sodales posuere feugiat eu luctus ame t sodales fringilla sollicitudin justo. gravida.vehicul a dui eu enim feugia t nibh fringilla aliquet arc u varius consectetur consectetur vehicula puru s m i gravida.a m i fringilla lectus arcu arcu ante sed varius molestie urna tempor sed vulputate luctus feugia t sollicitudin elit. adipiscing eget quis nec sodales sed commodo eget at justo. eli t quis aliquet sed enim vestibulum posuere commodo porta lacinia sapien enim vulputate dui Vestibulum nisi sit lectus eli t Etiam ', 5, 0, 1, 1, 3, 5, 3
